Location_id,Field 2,Phone number,Toll-free phone number,TTY phone number,Use the same address as the organization,Location,Is this location open at least weekly,Hours of operation,Recurring dates,Holiday schedule (location closed),Income eligibility and fees,Income standard for eligibility,Max percentage of income standard,Sliding scale fees description,Flat fee description,Location takes legal volunteers?,A licensed attorney is available to support legal volunteers.,Malpractice insurance is provided for legal volunteers.,Attachments,Research and/or clerking services are provided to volunteers.,Same phone number as organization?,"The office, equipment,  and supplies are available to volunteers to conduct pro bono work.",Location serves all of Illinois,Service area limited to specific,Cities,Counties,Zip codes,Organization ID,Services
49641,Our Lady of Mercy Church,(773) 588-2620,,,No,,No,,"Repeats every month on the second Saturday 24 times. Saturday, August 13, 2016 - 10:00am to 12:00pm

    Saturday, September 10, 2016 - 10:00am to 12:00pm

    Saturday, October 8, 2016 - 10:00am to 12:00pm

    Saturday, November 12, 2016 - 10:00am to 12:00pm

    Saturday, December 10, 2016 - 10:00am to 12:00pm

    Saturday, January 14, 2017 - 10:00am to 12:00pm

    Saturday, February 11, 2017 - 10:00am to 12:00pm

    Saturday, March 11, 2017 - 10:00am to 12:00pm

    Saturday, April 8, 2017 - 10:00am to 12:00pm

    Saturday, May 13, 2017 - 10:00am to 12:00pm

    Saturday, June 10, 2017 - 10:00am to 12:00pm

    Saturday, July 8, 2017 - 10:00am to 12:00pm

    Saturday, August 12, 2017 - 10:00am to 12:00pm

    Saturday, September 9, 2017 - 10:00am to 12:00pm

    Saturday, October 14, 2017 - 10:00am to 12:00pm

    Saturday, November 11, 2017 - 10:00am to 12:00pm

    Saturday, December 9, 2017 - 10:00am to 12:00pm

    Saturday, January 13, 2018 - 10:00am to 12:00pm

    Saturday, February 10, 2018 - 10:00am to 12:00pm

    Saturday, March 10, 2018 - 10:00am to 12:00pm

    Saturday, April 14, 2018 - 10:00am to 12:00pm

    Saturday, May 12, 2018 - 10:00am to 12:00pm

    Saturday, June 9, 2018 - 10:00am to 12:00pm

    Saturday, July 14, 2018 - 10:00am to 12:00pm",,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,49646
49631,Saint Agatha's Church,(312) 798-2399,,,No,,No,,"Repeats every month on February, April, June, August on the second Saturday until Sun Aug 13 2017. Saturday, August 20, 2016 - 10:00am to 12:00pm

    Saturday, February 11, 2017 - 10:00am to 12:00pm

    Saturday, April 8, 2017 - 10:00am to 12:00pm

    Saturday, June 10, 2017 - 10:00am to 12:00pm

    Saturday, August 12, 2017 - 10:00am to 12:00pm",,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,49636
49606,Saint Procopius Church,(312) 226-7887,,,No,,No,,"Repeats every month on the second Saturday 24 times. Saturday, August 13, 2016 - 10:00am to 11:00am

    Saturday, September 10, 2016 - 10:00am to 11:00am

    Saturday, October 8, 2016 - 10:00am to 11:00am

    Saturday, November 12, 2016 - 10:00am to 11:00am

    Saturday, December 10, 2016 - 10:00am to 11:00am

    Saturday, January 14, 2017 - 10:00am to 11:00am

    Saturday, February 11, 2017 - 10:00am to 11:00am

    Saturday, March 11, 2017 - 10:00am to 11:00am

    Saturday, April 8, 2017 - 10:00am to 11:00am

    Saturday, May 13, 2017 - 10:00am to 11:00am

    Saturday, June 10, 2017 - 10:00am to 11:00am

    Saturday, July 8, 2017 - 10:00am to 11:00am

    Saturday, August 12, 2017 - 10:00am to 11:00am

    Saturday, September 9, 2017 - 10:00am to 11:00am

    Saturday, October 14, 2017 - 10:00am to 11:00am

    Saturday, November 11, 2017 - 10:00am to 11:00am

    Saturday, December 9, 2017 - 10:00am to 11:00am

    Saturday, January 13, 2018 - 10:00am to 11:00am

    Saturday, February 10, 2018 - 10:00am to 11:00am

    Saturday, March 10, 2018 - 10:00am to 11:00am

    Saturday, April 14, 2018 - 10:00am to 11:00am

    Saturday, May 12, 2018 - 10:00am to 11:00am

    Saturday, June 9, 2018 - 10:00am to 11:00am

    Saturday, July 14, 2018 - 10:00am to 11:00am",,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,49626
49586,Legal Prep Academy,(312) 332-1624,,,No,,No,,"Repeats every month on January, February, March, April, May, June, August, September, October, November, December on the second Tuesday 24 times. Tuesday, August 9, 2016 - 5:00pm to 7:00pm",,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,Yes,,No,Counties,,Cook,,24656,49591
49406,El Paso Public Library,(309) 527-4360,,,No,,Yes,Sunday: Closed Monday: 9:00-19:00  Tuesday: 9:00-19:00  Wednesday: 12:00-18:00  Thursday: 9:00-18:00  Friday: 12:00-18:00  Saturday: 10:00-13:00,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Woodford,,25931,49411
49401,Illinois Prairie District Public Library,(309) 367-4594,,,No,,Yes,Sunday: Closed Monday: 10:00-17:00  Tuesday: 10:00-19:00  Wednesday: 14:00-19:00  Thursday: 10:00-17:00  Friday: 10:00-17:00  Saturday: 10:00-12:00,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Woodford,,25931,49416
49386,Saint Peter's Church,(312) 332-1624,,,No,,No,,"Repeats every month 24 times. Tuesday, August 2, 2016 - 5:30pm to 6:30pm

    Thursday, September 1, 2016 - 5:30pm to 6:30pm

    Saturday, October 1, 2016 - 5:30pm to 6:30pm

    Tuesday, November 1, 2016 - 5:30pm to 6:30pm

    Thursday, December 1, 2016 - 5:30pm to 6:30pm

    Sunday, January 1, 2017 - 5:30pm to 6:30pm

    Wednesday, February 1, 2017 - 5:30pm to 6:30pm

    Wednesday, March 1, 2017 - 5:30pm to 6:30pm

    Saturday, April 1, 2017 - 5:30pm to 6:30pm

    Monday, May 1, 2017 - 5:30pm to 6:30pm

    Thursday, June 1, 2017 - 5:30pm to 6:30pm

    Saturday, July 1, 2017 - 5:30pm to 6:30pm

    Tuesday, August 1, 2017 - 5:30pm to 6:30pm

    Friday, September 1, 2017 - 5:30pm to 6:30pm

    Sunday, October 1, 2017 - 5:30pm to 6:30pm

    Wednesday, November 1, 2017 - 5:30pm to 6:30pm

    Friday, December 1, 2017 - 5:30pm to 6:30pm

    Monday, January 1, 2018 - 5:30pm to 6:30pm

    Thursday, February 1, 2018 - 5:30pm to 6:30pm

    Thursday, March 1, 2018 - 5:30pm to 6:30pm

    Sunday, April 1, 2018 - 5:30pm to 6:30pm

    Tuesday, May 1, 2018 - 5:30pm to 6:30pm

    Friday, June 1, 2018 - 5:30pm to 6:30pm

    Sunday, July 1, 2018 - 5:30pm to 6:30pm",,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,Yes,,No,Counties,,Cook,,24656,49391
49376,JUF/JCLS Community Legal Services,(847) 568-1525,,,No,,No,,"Repeats every week every Monday until Sat Dec 31 2016 except Mon Aug 01 2016, Mon Aug 29 2016, Mon Sep 05 2016, Mon Oct 03 2016, Mon Oct 31 2016, Mon Nov 07 2016, Mon Dec 05 2016. Monday, July 25, 2016 - 7:00pm to 9:00pm

    Monday, August 8, 2016 - 7:00pm to 9:00pm

    Monday, August 15, 2016 - 7:00pm to 9:00pm

    Monday, August 22, 2016 - 7:00pm to 9:00pm

    Monday, September 12, 2016 - 7:00pm to 9:00pm

    Monday, September 19, 2016 - 7:00pm to 9:00pm

    Monday, September 26, 2016 - 7:00pm to 9:00pm

    Monday, October 10, 2016 - 7:00pm to 9:00pm

    Monday, October 17, 2016 - 7:00pm to 9:00pm

    Monday, October 24, 2016 - 7:00pm to 9:00pm

    Monday, November 14, 2016 - 7:00pm to 9:00pm

    Monday, November 21, 2016 - 7:00pm to 9:00pm

    Monday, November 28, 2016 - 7:00pm to 9:00pm

    Monday, December 12, 2016 - 7:00pm to 9:00pm

    Monday, December 19, 2016 - 7:00pm to 9:00pm

    Monday, December 26, 2016 - 7:00pm to 9:00pm",,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,49381
49366,Saint John's Lutheran Church,(312) 332-1624,,,No,,No,,"Repeats every month on January, February, March, April, May, October, November, December on the first Friday 12 times. Friday, October 7, 2016 - 6:30pm to 10:30pm

    Friday, November 4, 2016 - 6:30pm to 10:30pm

    Friday, December 2, 2016 - 6:30pm to 10:30pm

    Friday, January 6, 2017 - 6:30pm to 10:30pm

    Friday, February 3, 2017 - 6:30pm to 10:30pm

    Friday, March 3, 2017 - 6:30pm to 10:30pm

    Friday, April 7, 2017 - 6:30pm to 10:30pm

    Friday, May 5, 2017 - 6:30pm to 10:30pm

    Friday, October 6, 2017 - 6:30pm to 10:30pm

    Friday, November 3, 2017 - 6:30pm to 10:30pm

    Friday, December 1, 2017 - 6:30pm to 10:30pm

    Friday, January 5, 2018 - 6:30pm to 10:30pm",,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,Yes,,No,Counties,,Cook,,24656,49371
49356,Hellenic Foundation,(773) 631-0883,,,No,,Yes,Sunday: Closed Monday: 8:00-17:00  Tuesday: 8:00-17:00  Wednesday: 8:00-17:00  Thursday: 8:00-17:00  Friday: 8:00-17:00  Saturday: Closed,,,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,49361
49346,Erie Community Center,(312) 432-2282,,,No,,Yes,Sunday: Closed Monday: 7:30-18:00  Tuesday: 7:30-18:00  Wednesday: 7:30-18:00  Thursday: 7:30-18:00  Friday: 7:30-18:00  Saturday: Closed,,,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,49351
49331,The Ark,(773) 973-1000,,,No,,Yes,Sunday: Closed Monday: 9:00-19:30  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-14:00  Saturday: Closed,,,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,49336
49321,APNA GHAR Family Law Clinic,(773) 883-4663,,,No,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,,Free to eligible persons/entities,Federal Poverty Level,175%,,,Yes,,,,,No,,No,Counties,,Cook,,24656,49326
38441,Newton Public Library District,(618) 783-8141,,,Yes,,Yes,Sunday: Closed Monday: 10:00-17:00  Tuesday: 10:00-19:00  Wednesday: 10:00-17:00  Thursday: 10:00-19:00  Friday: 10:00-17:00  Saturday: 10:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Jasper,,25131,38446
38381,"Southern Illinois University School of Law, Law Library",(618) 453-3217; (618) 536-7711,,,No,,Yes,Sunday: 13:00-21:00  Monday: 8:00-21:00  Tuesday: 8:00-21:00  Wednesday: 8:00-21:00  Thursday: 8:00-21:00  Friday: 8:00-18:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Jackson,,25121,38396
37801,Kewanee Public Library District,(309) 852-4505,,,No,,Yes,"Sunday: Closed Monday: 9:00-19:00 , 9:00-18:00  Tuesday: 9:00-19:00 , 9:00-18:00  Wednesday: 9:00-19:00 , 9:00-18:00  Thursday: 9:00-19:00 , 9:00-6:00  Friday: 9:00-18:00 , 9:00-18:00  Saturday: 9:00-13:00",,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Henry,,25011,37816
37756,Geneseo Public Library District,(309) 944-6452,,,No,,Yes,Sunday: Closed Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 21:00-20:00  Friday: 9:00-18:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Henry,,25011,
37361,Piper City Public Library District,(815) 686-9234,,,No,,Yes,"Sunday: Closed Monday: 9:00-12:00 , 13:00-17:00  Tuesday: Closed Wednesday: 9:00-12:00 , 13:00-19:00  Thursday: Closed Friday: 9:00-12:00  Saturday: 9:00-12:00",,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Ford,,24921,37366
37351,Melvin Public Library,(217) 388-2421,,,No,,Yes,Sunday: Closed Monday: 12:00-18:00  Tuesday: 12:00-18:00  Wednesday: 12:00-18:00  Thursday: Closed Friday: 12:00-17:00  Saturday: 10:00-14:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Ford,,24921,37356
37341,Moyer District Library,(217) 784-5343,,,No,,Yes,Sunday: Closed Monday: 10:00-20:00  Tuesday: 10:00-20:00  Wednesday: 10:00-20:00  Thursday: 10:00-20:00  Friday: 10:00-17:00  Saturday: 10:00-15:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Ford,,24921,37346
37276,Newman Regional Library District,(217) 837-2412,,,No,,Yes,Sunday: Closed Monday: 13:00-19:00  Tuesday: 13:00-18:00  Wednesday: 13:00-19:00  Thursday: 13:00-18:00  Friday: 13:00-18:00  Saturday: 9:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Douglas,,24821,37281
37266,Arcola Public Library District,(217) 268-4477,,,No,,Yes,Sunday: Closed Monday: 9:30-20:00  Tuesday: 9:30-18:00  Wednesday: 9:30-18:00  Thursday: 9:30-18:00  Friday: 9:30-18:00  Saturday: 9:00-15:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Douglas,,24821,37271
36841,Genoa Public Library,(815) 784-2627,,,No,,Yes,Sunday: 12:00-16:00  Monday: 13:00-20:00  Tuesday: 10:00-20:00  Wednesday: 10:00-20:00  Thursday: 10:00-20:00  Friday: Closed Saturday: 10:00-14:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,DeKalb,,24786,36856
36786,Cortland Community Library,(815) 756-7274,,,No,,Yes,Sunday: Closed Monday: 9:00-21:00  Tuesday: 9:00-21:00  Wednesday: 9:00-21:00  Thursday: 9:00-21:00  Friday: 9:00-17:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,DeKalb,,24786,36796
36771,Dekalb Public Library,(815) 756-9568,,,No,,Yes,Sunday: 13:00-17:00  Monday: 9:00-21:00  Tuesday: 9:00-21:00  Wednesday: 9:00-21:00  Thursday: 9:00-21:00  Friday: 9:00-18:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,DeKalb,,24786,36776
36746,Sycamore Public Library,(815) 895-2500,,,No,,Yes,Sunday: 13:00-17:00  Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-18:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,DeKalb,,24786,36751
36716,Coal City Public Library District,(815) 634-4552,,,No,,Yes,Sunday: Closed Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-18:00  Saturday: 9:00-16:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Grundy,,24951,36721
36701,Neoga District Library,(217) 895-3944,,,No,,Yes,Sunday: Closed Monday: Closed Tuesday: 10:00-19:00  Wednesday: 10:00-17:30  Thursday: 10:00-19:00  Friday: 10:00-17:30  Saturday: 9:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Cumberland,,24766,36706
36686,Palestine Public Library District,(618) 586-9711,,,No,,Yes,Sunday: Closed Monday: 10:00-16:30  Tuesday: 10:00-18:00  Wednesday: 10:00-16:30  Thursday: 10:00-18:00  Friday: 10:00-16:30  Saturday: Closed,,"New Year's Day

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Crawford,,24761,36691
36646,Susie Wesley Memorial Library,(618) 584-3636,,,No,,Yes,Sunday: Closed Monday: Closed Tuesday: 12:00-17:00  Wednesday: 12:00-17:00  Thursday: 12:00-17:00  Friday: Closed Saturday: 9:00-12:00,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Crawford,,24761,60891
36621,Hutsonville Public Library,(618) 563-9603,,,No,,Yes,Sunday: Closed Monday: 9:00-11:00  Tuesday: 13:00-17:00  Wednesday: 13:00-17:00  Thursday: 13:00-17:00  Friday: Closed Saturday: 9:00-12:00,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Crawford,,24761,36636
36546,Athens Municipal Library,(217) 636-8047,,,No,,Yes,Sunday: 12:00-16:00  Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: Closed Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Menard,,25441,36551
36531,Joliet Public Library,(815) 740-2660,,,No,,Yes,Sunday: 13:00-17:00  Monday: 9:00-21:00  Tuesday: 9:00-21:00  Wednesday: 9:00-21:00  Thursday: 9:00-21:00  Friday: 9:00-17:00  Saturday: 9:00-17:00,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Will,,25916,36536
36511,Farmington Area Public Library District,(309) 245-2175,,,No,,Yes,Sunday: Closed Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-17:00  Saturday: 10:00-16:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Fulton,,24936,36516
36501,Spoon River Public Library,(309) 785-5496,,,No,,Yes,Sunday: Closed Monday: 9:30-16:00  Tuesday: 9:30-19:00  Wednesday: 9:30-16:00  Thursday: 9:30-19:00  Friday: 9:30-14:00  Saturday: 9:30-14:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Fulton,,24936,36506
36446,Parlin-Ingersoll Public Library,(309) 647-0328,,,No,,Yes,Sunday: Closed Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-18:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Fulton,,24936,36451
36431,West Frankfort Public Library,(618) 932-3313,,,No,,Yes,Sunday: Closed Monday: 9:00-18:00  Tuesday: 9:00-18:00  Wednesday: 9:00-18:00  Thursday: 9:00-18:00  Friday: 9:00-18:00  Saturday: 10:00-16:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Franklin,,24926,36436
36406,Robinson Public Library,618-544-2917,,,Yes,,Yes,Sunday: Closed Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 10:00-17:30  Saturday: 10:00-5:30,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Crawford,,24761,36416
36171,CLASP North,(224) 999-5383,,,No,,Yes,Sunday: Closed Monday: 9:00-16:00  Tuesday: Closed Wednesday: 9:00-16:00  Thursday: 9:00-16:00  Friday: 9:00-16:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,No,,No,Zip codes,,,"60004

    60005

    60006

    60007

    60008

    60009

    60010

    60015

    60016

    60017

    60018

    60019

    60022

    60025

    60026

    60029

    60038

    60040

    60043

    60053

    60055

    60056

    60062

    60065

    60067

    60068

    60069

    60070

    60074

    60076

    60077

    60078

    60089

    60090

    60091

    60093

    60094

    60095

    60103

    60107

    60120

    60121

    60123

    60133

    60159

    60168

    60172

    60173

    60176

    60179

    60188

    60191

    60192

    60193

    60194

    60195

    60196

    60201

    60202

    60203

    60204

    60208

    60209

    60612

    60618

    60622

    60623

    60624

    60626

    60630

    60631

    60634

    60639

    60641

    60642

    60643

    60644

    60645

    60646

    60647

    60651

    60656

    60659

    60701

    60706

    60707

    60712

    60714

    60804",25231,36181
36166,Breese Public Library,618.526.7361,,,No,,Yes,Sunday: Closed Monday: 10:00-20:00  Tuesday: 10:00-20:00  Wednesday: 22:00-20:00  Thursday: 22:00-20:00  Friday: 10:00-18:00  Saturday: 10:00-15:00,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Clinton,,24716,36176
36156,New Baden Public Library,618.588.4554,,,No,,Yes,Sunday: Closed Monday: 11:00-19:00  Tuesday: 11:00-19:00  Wednesday: 11:00-19:00  Thursday: 11:00-19:00  Friday: 13:00-18:00  Saturday: 9:00-13:00,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Clinton,,24716,36161
