id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses
37356,24921,,Free legal information and forms in Ford County,,Legal self-help center,http://melvinpubliclibrary.blogspot.com/,,,,,,Free to everyone,,
37346,24921,,Free legal information and forms in Ford County,,Legal self-help center,http://www.moyer.lib.il.us/,,,,,,Free to everyone,,
37336,24921,,Free legal information and forms in Ford County,,Legal self-help center,http://paxtonlibrary.blogspot.com/,,,,,,Free to everyone,,
37331,24906,,Free legal information and forms in Fayette County,,Legal self-help center,http://evanspubliclibrary.org/,,,,,,Free to everyone,,
37321,24861,,Free legal information and forms in Effingham County,,Legal self-help center,http://www.effinghamlibrary.org/,,,,,,Free to everyone,,
37316,24851,,Free legal information and forms in Edwards County,,Legal self-help center,http://www.albion.lib.il.us/,,,,,,Free to everyone,,
37291,24846,,Free legal information and forms in Edgar County,,Legal self-help center,http://parispubliclibrary.org/,,,,,,Free to everyone,,
37281,24821,,Free legal information and forms in Douglas County,,Legal self-help center,http://www.newmanregionallibrary.org/home,,,,,,Free to everyone,,
37271,24821,,Free legal information and forms in Douglas County,,Legal self-help center,http://www.arcola.lib.il.us/,,,,,,Free to everyone,,
37261,24821,,Free legal information and forms in Douglas County,,Legal self-help center,http://www.tuscolalibrary.org/,,,,,,Free to everyone,,
37111,24586,,Free mediation in civil legal matters,,Direct representation,,,,,Telephone,,Free to everyone,,
36856,24786,,Free legal information and forms in Dekalb County,,Legal self-help center,http://www.genoalibrary.org/,,,,,,Free to everyone,,
36796,24786,,Free legal information and forms in Dekalb County,,Legal self-help center,http://www.cortlandlibrary.com/index.html,,,,,,Free to everyone,,
36776,24786,,Free legal information and forms in Dekalb County,,Legal self-help center,https://dkpl.org/,,,,,,Free to everyone,,
36751,24786,,Free legal information and forms in Dekalb County,,Legal self-help center,http://www.sycamorelibrary.org/,,,,,,Free to everyone,,
36731,24786,,Free legal information and forms in Dekalb County,,Legal self-help center,http://www.circuitclerk.org/,,,,,,Free to everyone,,
36721,24951,,Free legal information and forms for Grundy County,,Legal self-help center,http://www.ccpld.org/,,,,,,Free to everyone,,
36711,24766,,Free legal information and forms in Cumberland County,,Legal self-help center,http://www.greenup.lib.il.us/,,,,,,Free to everyone,,
36706,24766,,Free legal information and forms in Cumberland County,,Legal self-help center,http://www.neoga.lib.il.us/,,,,,,Free to everyone,,
36691,24761,,Free legal information and forms in Crawford County,,Legal self-help center,https://www.palestinepubliclibrary.org/home.html,,,,,,Free to everyone,,
36636,24761,,Free legal information and forms in Crawford County,,Legal self-help center,http://www.robinson.lib.il.us/branches/hutsonville-public-library.html,,,,,,Free to everyone,,
36571,24951,,Free legal information and forms in Grundy County,,Legal self-help center,http://www.morrislibrary.com/index.html,,,,,,Free to everyone,,
36566,25836,,Free legal information and forms in Union County,,Legal self-help center,http://stinsonlibrary.org/,,,,,,Free to everyone,,
36556,25886,,Free legal information and forms in Wayne County,,Legal self-help center,http://www.fairfieldlibrary.org/Home_Page.php,,,,,,Free to everyone,,
36551,25441,,Free legal information and forms in Menard County,,Legal self-help center,http://athenslibrary.weebly.com/,,,,,,Free to everyone,,
36541,25441,,Free legal information and forms in Menard County,,Legal self-help center,http://petersburgil.org/library.htm,,,,,,Free to everyone,,
36536,25916,,Free legal information and forms in Will County,,Legal self-help center,http://jolietlibrary.org/,,,,,,Free to everyone,,
36526,25916,,Free legal information and forms in Will County,,Legal self-help center,http://judges.willcountyillinois.com/For-Citizens/Legal-Self-Help-Center,,,,,,Free to everyone,,
36516,24936,,Free legal information and forms in Fulton County,,Legal self-help center,http://www.farmingtonpublic.org/,,,,,,Free to everyone,,
36506,24936,,Free legal information and forms in Fulton County,,Legal self-help center,http://www.cubaspoonriverlibrary.org/,,,,,,Free to everyone,,
36451,24936,,Free legal information and forms in Fulton County,,Legal self-help center,http://www.parliningersoll.org/,,,,,,Free to everyone,,
36441,24936,,Free legal information and forms in Fulton County,,Legal self-help center,http://www.fultonco.org/officials/elected/fulton-county-circuit-clerk-2/,,,,,,Free to everyone,,
36436,24926,,Free legal information and forms in Franklin County,,Legal self-help center,http://westfrankfortpubliclibrary.org/,,,,,,Free to everyone,,
36426,24926,,Free legal information and forms in Franklin County,,Legal self-help center,http://www.bentonlibrary.com/,,,,,,Free to everyone,,
36421,24761,,Free legal information and forms in Crawford County,,Legal self-help center,,,,,,,Free to everyone,,
36416,24761,,Free legal information and forms in Crawford County,,Legal self-help center,,,,,,,Free to everyone,,
36376,24946,,Free legal information and forms in Greene County,,Legal self-help center,,,,,,,Free to everyone,,
36371,25586,,Free legal information and forms in Pike County,,Legal self-help center,http://www.pittsfieldpubliclibrary.com/,,,,,,Free to everyone,,
36361,24991,,Free legal information and forms in Hardin County,,Legal self-help center,,,,,,,Free to everyone,,
36356,24981,,Free legal information and forms in Hancock County,,Legal self-help center,,,,,,,Free to everyone,,
36351,24976,,Free legal information and forms in Hamilton County,,Legal self-help center,,,,,,,Free to everyone,,
36346,24941,,Free legal information and forms in Gallatin County,,Legal self-help center,,,,,,,Free to everyone,,
36341,24796,,Free legal information and forms in DeWitt County,,Legal self-help center,,,,,,,Free to everyone,,
36336,24611,,Free legal information and forms in Champaign County,,Legal self-help center,,,,,,,Free to everyone,,
36331,24566,,Free legal information and forms in Carroll County,,Legal self-help center,,,,,,,Free to everyone,,
36326,24556,,Free legal information and forms in Calhoun County,,Legal self-help center,,,,,,,Free to everyone,,
36186,24721,,Free legal information and forms in Coles County,,Legal self-help center,http://charlestonlibrary.org/,,,,,,Free to everyone,,
36181,25231,,Comprehensive legal assistance for survivors project (CLASP) - North,,Direct representation,,,,,"Telephone

    Walk-in",,Free to everyone,,
36176,24716,,Free legal information and forms in Clinton County,,Legal self-help center,http://breeselibrary.org/,,,,,,Free to everyone,,
36161,24716,,Free legal information and forms in Clinton County,,Legal self-help center,,,,,,,Free to everyone,,
36151,24716,,Free legal information and forms in Clinton County,,Legal self-help center,,,,,,,Free to everyone,,
36141,24716,,Free legal information and forms in Clinton County,,Legal self-help center,,,,,,,Free to everyone,,
36116,24716,,Free legal information and forms in Clinton County,,Legal self-help center,,,,,,,Free to everyone,,
36096,24711,,Free legal information and forms in Clay County,,Legal self-help center,,,,,,,Free to everyone,,
36006,24706,,Free legal information and forms in Clark County,,Legal self-help center,,,,,,,Free to everyone,,
36001,24546,,Legal help for people negatively affected by the criminal legal system,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
35081,24531,,Free legal information and forms in Bureau County,,Legal self-help center,,,,,,,Free to everyone,,
35076,24631,,School fee waiver project,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
35071,24521,,Free legal information and forms in Boone County,,Legal self-help center,,,,,,,Free to everyone,,
35066,24631,,Youth futures mobile legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
34991,25466,,Free legal information and forms in Monroe County,,Legal self-help center,,,,,,,Free to everyone,,
34981,25466,,Free legal information and forms in Monroe County,,Legal self-help center,,,,,,,Free to everyone,,
34976,25446,,Free legal information and forms in Mercer County,,Legal self-help center,,,,,,,Free to everyone,,
34966,25446,,Free legal information and forms in Mercer County,,Legal self-help center,,,,,,,Free to everyone,,
34961,24686,,Free legal information and forms in Christian County,,Legal self-help center,,,,,,,Free to everyone,,
34951,24686,,Free legal information and forms in Christian County,,Legal self-help center,,,,,,,Free to everyone,,
34926,24516,,Free legal information and forms in Bond County,,Legal self-help center,,,,,,,Free to everyone,,
34916,24516,,Free legal information and forms in Bond County,,Legal self-help center,,,,,,,Free to everyone,,
34901,24461,,Free legal help to people in DuPage and Kane Counties,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
34001,24646,,Municipal Advice Desk Referral Project,,Direct representation,,,,,Walk-in,,Free to everyone,,
33961,24646,,Civil legal help in downtown Chicago,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
33956,24646,,Legal Help in Austin Neighborhood,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
33941,24646,,Legal Help in Pilsen Neighborhood,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
33926,24646,,Foreclosure Advice Desk,,Direct representation,,,,,Walk-in,,Free to everyone,,
33921,24646,,Markham Courthose collection defense advice desk,,Direct representation,,,,,Walk-in,,Free to everyone,,
33916,24646,,Parentage and Child Support Pro Se Advice Desk,,Direct representation,,,,,Walk-in,,Free to everyone,,
33901,24646,,Foreclosure Program Courtroom Assistance,,Direct representation,,,,,Walk-in,,Free to everyone,,
33896,24646,,Blank Slate Records Project,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
33881,25771,,Free legal information and forms in Tazewell County,,Legal self-help center,,,,,,,Free to everyone,,
33876,25881,,Free legal information and forms in Washington County,,Legal self-help center,,,,,,,Free to everyone,,
33871,25921,,Free legal information and forms in Williamson County,,Legal self-help center,,,,,,,Free to everyone,,
33851,24646,,Legal help in South Chicago,,Direct representation,,,,,Telephone,,Sliding scale based on income,,
32796,25231,,Suburban long term care ombudsman,,Direct representation,,,,,Telephone,,Free to everyone,,
32201,24811,,The Independence Project,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
32191,24811,,Family Law Division,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
32186,24811,,Order of Protection Clinic,,Direct representation,,,,,Walk-in,,Free to everyone,,
32166,25926,,Free legal information and forms in Winnebago County,,Legal self-help center,,,,,,,Free to everyone,,
31751,25491,,Legal help for immigration in Lake County,,Direct representation,,,,,"Telephone

    Email",,Sliding scale based on income,,
31741,25491,,Legal help for immigration in Indiana,,Direct representation,,,,,"Telephone

    Email",,Sliding scale based on income,,
31706,25491,,Help for unaccompanied immigrant children,,Direct representation,,,,,Telephone,,Flat fee regardless of income,,
31686,25491,,Help for asylum seekers,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Flat fee regardless of income,,
31631,25491,,"Legal help for immigration in Illinois, Indiana and Wisconsin",,Direct representation,,,,,"Telephone

    Email

    Online through IllinoisLegalAid.org",,Flat fee regardless of income,,
30301,25231,,Woodlawn legal clinic,,Direct representation,,,,,"Telephone

    Walk-in",,Free to eligible persons/entities,,
30256,25596,,Rockford Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30251,25596,,Rockford Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30246,25596,,Kane County Domestice Violence Courthouse Project,,Direct representation,,,,,"Telephone

    Walk-in

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30236,25596,,Fox Valley Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30231,25596,,Fox Valley Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30226,25596,,Kankakee Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30211,25596,,Joliet Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30186,25596,,Joliet Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30181,25596,,McHenry Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30176,25596,,McHenry Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30171,25596,,Rock Island Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30166,25596,,Rock Island Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30156,25596,,Ottawa Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30151,25596,,Ottawa Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30146,25596,,Galesburg Satellite Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30141,25596,,Galesburg Satellite Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30136,25596,,Galesburg Satellite Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30131,25596,,Peoria Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30126,25596,,Peoria Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30121,25596,,Peoria Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30116,25596,,Waukegan Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30111,25596,,Waukegan Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30106,25596,,Legal help for homeowners project,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30101,25596,,Bloomington Office - Legal help for people affected by HIV/AIDS,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30096,25596,,Family Law Advice Line for Unmarried Parents,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30091,25596,,Low Income Tax Clinic,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
30066,25231,,Immigration project,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
30061,25231,,Migrant legal assistance project,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
30056,25231,,Trafficking survivors assistance project,,Direct representation,,,,,Telephone,,Free to everyone,,
30046,25231,,William J. Hibbler pro se assistance program,,Direct representation,,,,,Telephone,,Free to everyone,,
30036,25231,,Veterans rights project,,Direct representation,,,,,Telephone,,Free to everyone,,
30031,25231,,Veterans legal clinic,,Direct representation,,,,,"Telephone

    Walk-in",,Free to everyone,,
30021,25231,,Suburban seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
30016,25231,,Public benefits outreach and enrollment project - south Chicago,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
30006,25231,,Public benefits outreach and enrollment project - King,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29991,25231,,Public benefits outreach and enrollment project - Garfield,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29976,25231,,Public benefits outreach and enrollment project - Trina Davila,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29966,25231,,Public benefits outreach and enrollment project - North area,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29941,25231,,Provident legal clinic,,Direct representation,,,,,"Telephone

    Walk-in",,Free to eligible persons/entities,,
29926,25231,,Plenary order of protection appeal project,,Direct representation,,,,,Telephone,,Free to everyone,,
29906,25231,,Katten legal clinic - Jose De Diego Community Academy,,Direct representation,,,,,"Telephone

    Walk-in",,Free to eligible persons/entities,,
29881,25231,,Juvenile expungement help desk,,Direct representation,,,,,Walk-in,,Free to everyone,,
29866,25231,,HIV-AIDS project,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29856,25231,,Help for homeowners,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29846,25231,,Eviction defense help desk - Skokie,,Direct representation,,,,,Walk-in,,Free to everyone,,
29836,25231,,Eviction defense help desk - Markham,,Direct representation,,,,,Walk-in,,Free to everyone,,
29821,25231,,Comprehensive legal assistance for survivors project (CLASP) - Southwest,,Direct representation,,,,,Telephone,,Free to everyone,,
29811,25231,,Bankruptcy help desk,,Direct representation,,,,,Walk-in,,Free to everyone,,
29801,25231,,LAF- ADAPT (Advance Directives and Property Transfers),,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29791,25231,,Client screening unit,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29701,25686,,Policy Services,,"Policy, impact litigation, support or other",,,,,,,Free to everyone,,
29641,25596,,Legal help with eviction defense,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29631,25596,,Bloomington Office - Legal help for seniors,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
29611,25596,,Kankakee Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29601,25596,,Joliet Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29596,25596,,McHenry Office - Walk-in clinic,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29591,25596,,McHenry Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29586,25596,,Rock Island Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29581,25596,,Ottawa Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29566,25596,,Waukegan Office - Walk-in clinic,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29561,25596,,Waukegan Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29556,25596,,Rockford Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29551,25596,,Bloomington Office - Legal help with divorce,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29546,25596,,Bloomington Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29541,25596,,Wheaton Office - Legal help for eviction defense,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29531,25596,,Wheaton Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29511,25491,,Deferred action for childhood arrivals (DACA) legal services,,Direct representation,,,,,"Online

    Online through IllinoisLegalAid.org",,Flat fee regardless of income,,
29471,25251,,"Legal Help for Homeowners, Consumer Rights and Debt Collection Hotline",,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29436,24631,,Legal services for people who are homeless or at risk of homelessness,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
29421,24471,,Free legal information and forms in Alexander County,,Legal self-help center,,,,,,,Free to everyone,,
29416,24456,,Free legal information and forms in Adams County,,Legal self-help center,http://quincylibrary.org/,,,,,,Free to everyone,,
29396,25596,,Fair Housing Project,,Direct representation,,,,,Telephone,,Free to everyone,,
29246,25251,,Legal Help for Seniors (Midland),,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
29236,25251,,Legal Help for Seniors (East Central),,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to everyone,,
29231,25251,,Legal Help for Seniors (Metro-East),,Direct representation,,,,,"Telephone

    Walk-in

    Online through IllinoisLegalAid.org",,Free to everyone,,
29226,25251,,Legal advice and referral center,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
29211,24561,,Domestic relations self-help desk,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29206,24561,,Collection self-help desk,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29201,24561,,Hotline,,Direct representation,,,,,"Telephone

    Online",,Free to eligible persons/entities,,
29196,24561,,Administrative hearings advice desk,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29191,24561,,Municipal Court Advice Desk,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
29126,25311,,Calumet center legal services,,Direct representation,,,,,"Telephone

    Walk-in",,Free to eligible persons/entities,,
29111,25311,,REACH legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
29096,25311,,Midway center legal services,,Direct representation,,,,,"Telephone

    Walk-in",,Free to eligible persons/entities,,
28876,25311,,Markham Courthouse civil law help desk,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
28871,25311,,Southwest center legal services,,Direct representation,,,,,"Telephone

    Walk-in",,Free to eligible persons/entities,,
28856,25311,,Victim legal assistance network (VLAN),,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
28851,25311,,Pro Bono Project,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
28846,25311,,Poverty Law Project,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
28841,25311,,Human Trafficking Initiative,,Direct representation,,,,,"Telephone

    Email

    Online through IllinoisLegalAid.org",,Free to everyone,,
28836,25311,,Elder law project,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
28831,25311,,Domestic violence legal services,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
28806,25596,,Fox Valley Office - Legal help for people with low or no income,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
28776,25311,,General intake,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
28751,24546,,Criminal records advice desk at the Daley Center,,Direct representation,,,,,Walk-in,,Free to everyone,,
28721,24656,,Amicus Poloniae legal clinic,,Direct representation,,,,,Telephone,,Free to eligible persons/entities,,
28711,24656,,Guardianship Assistance Desk for Minors,,Direct representation,,,,,Walk-in,,Free to eligible persons/entities,,
28706,24656,,CVLS panel referral program,,Direct representation,,,,,"Telephone

    Online through IllinoisLegalAid.org",,Free to eligible persons/entities,,
28501,25066,,Legal Answers,,Direct representation,,,,,Online,,Free to eligible persons/entities,,
28496,25066,,Illinois Legal Aid Online,,Legal information and education (not a legal self-help center),,,,,,,Free to everyone,,
